user_name,user_location,user_followers,user_friends,user_verified,date,text,hashtags,source,language,is_retweet
tiers bakker,Netherlands,2491,3340,False,2021-04-24 08:37:53,Robespierre na paar honderd jaar nog even in de hoek zetten. De elite wordt zenuwachtig. Tijd voor revolutie in TK. #toeslagenaffaire Reinheid eisen aan Binnenhof is gevaarlijker dan geheimhouderij https://t.co/OwC0olSOVB via @volkskrant,,Twitter Web App,nl,False
ZWARTEAAP,,543,851,False,2021-04-24 08:37:27,"Als er door de overheid al wordt gelogen omtrent de #toeslagenaffaire en andere zaken, waarom blijft men blind alles geloven mbt corona. 🤔
#coronazwendel",['toeslagenaffaire'],Twitter Web App,nl,False
Kitty Achterberg,,305,628,False,2021-04-24 08:32:46,"Het trieste leed achter de #toeslagenaffaire Wat een kille overheid, zelfs na erkenning van fouten, haar burgers nog steeds aandoet. Leest u even mee, @MinPres ? Probeer eens wat empathie te voelen, ipv alleen te tonen.. https://t.co/pqIQUo2uhg",['toeslagenaffaire'],Twitter for Android,nl,False
Ron Rietjens,Apeldoorn,301,350,False,2021-04-24 08:31:00,"Opvallende zin:
Ze geven niet om mensen maar om processen.

#toeslagenschandaal
#Kamer 
#toeslagenaffaire

https://t.co/hbXK8SYD3a","['toeslagenschandaal', 'Kamer', 'toeslagenaffaire']",Twitter for Android,nl,False
Frans van Gessel,"Zuid-Holland, Nederland",1523,1460,False,2021-04-24 08:30:44,"Als ik zo de krant lees is het politieke klimaat aardig verrot.
1) Politiek betonrot van @SigridKaag al even ver gevorderd als van #Rutte en #Hoekstra.
2) @markrutte liegt al als hij fluit #omzigtgate
#toeslagenschandaal #toeslagenaffaire 

Dus: #nieuweverkiezingen",,Twitter for Android,nl,False
Lukas van der Storm,,6094,1564,False,2021-04-24 08:29:10,"Het gevaar van zo'n #toeslagenaffaire is dat je het alleen nog maar over de politieke werkelijkheid hebt. Goed dus dat @IamBarbaraV deze drie portretten heeft opgetekend: de gevolgen voor betrokken ouders zijn enorm en dat moeten we blijven vertellen.
https://t.co/JFPR35Oe0d",['toeslagenaffaire'],Twitter Web App,nl,False
Hanne Devries,"Utrecht, Nederland",516,395,False,2021-04-24 08:26:23,"#toeslagenaffaire: niet alleen @markrutte @VVD; ook @WBHoekstra @CDA ⁦@SigridKaag⁩ @D66 en de andere ministers. 1 pot nat. Formeer een sociaal, progressief, integer, transparant en humane coalitie zonder Rutte en VVD: @2eKamertweets⁩  https://t.co/LNQRjZ4yxx",['toeslagenaffaire'],Twitter for iPad,nl,False
JA21,,13908,148,False,2021-04-24 08:16:13,"Om zeker te weten dat voor het Kamerdebat over de #toeslagenaffaire alle relevante informatie beschikbaar is, wil #JA21 dat alles boven tafel komt, anders wordt het weer een vergeetachtige boel. Daarom stelt @Eerdmans deze vragen aan Rutte. https://t.co/cd8Q3au1EU",['toeslagenaffaire'],Twitter Web App,nl,False
IK,,91,235,False,2021-04-24 07:47:25,Hoe laat zou zo iemand die belt met extra vragen beginnen? Ik zit al klaar sinds 08.00 uur op mijn vrije dag!! @AvHuffelen @toeslagherstel  #toeslagenschandaal #toeslagaffaire #toeslagenaffaire,,Twitter for iPhone,nl,False
Sicco van Hoegee,Rotterdam,1651,2512,False,2021-04-24 07:46:48,"Niemand zegt wat het is. Velen zien de overheid als de vijand en zien Rutte niet als hun premier. De liegende premier die er alleen voor de rijken is #NietMijnPremier #toeslagenaffaire

Vaccinatiecampagne nodig voor kwetsbare wijken
Opkomst maar 30 procent https://t.co/ynprdEuCBh",,Twitter Web App,nl,False
Gewone mens,"Noord-Holland, Nederland",1,49,False,2021-04-24 07:28:20,Alle mensjes die nu zo vol zijn van het gelieg van Rutte hebben geen idee hoe politiek werkt. Een volledig transparante politiek? Laat me niet lachen. Ga eens op een willekeurige werkvloer kijken. #toeslagenschandaal #Ruttedoctrine #Rutte #nieuweverkiezingen #toeslagenaffaire,,Twitter for iPhone,nl,False
Roger Vleugels,Utrecht - Netherlands,5933,1225,False,2021-04-24 07:18:40,"Zo, Van Huffelen de staatssecretaris van doorzetten, goede bedoelingen en puinruimen is definitief verslagen door het mafia deel van de Belastingdienst. Wat nu? #toeslagenaffaire",,Twitter for iPhone,nl,False
crypto4people,Mars,685,60,False,2021-04-24 07:07:03,"#nlg zojuist gekocht , Nederlandse gulden 🚀💰
https://t.co/yPaLANghCY #nederlands #toeslagenaffaire #nieuweverkiezingen #Rutte #Kaag #Bitcoin #cryptocurrency https://t.co/1rNtEbXA1M","['nlg', 'nederlands', 'toeslagenaffaire']",Twitter for iPhone,nl,False
Anne van Dalen,daar waar ik ben,1457,159,False,2021-04-24 07:05:52,Wie denkt nog dat 'de notulen' in slechts 1 versie bestaan? #weglakken #censuur #ruttedoctrine #toeslagenaffaire,"['weglakken', 'censuur', 'ruttedoctrine', 'toeslagenaffaire']",Twitter Web App,nl,False
Frank van Zuilen,Twitter,741,409,False,2021-04-24 06:53:25,"Meer dan de helft van de respondenten denkt dat geen enkele coalitiepartij hun eigen bewindslieden ter verantwoording roept agv #notulen #toeslagenaffaire #omtzigt

Daarna volgen #CDA en #CU met zo’n 20% en 18%.

De #VVD en #D66 scoren zoals verwacht het laagst met zo’n 5% en 3% https://t.co/ekT6iXPGzV",,Twitter for iPhone,nl,False
missmica,,136,65,False,2021-04-24 06:47:34,"#toeslagenaffaire #toeslagenschandaal Een draadje over de emotionele weg naar herstel:

Vele ouders hadden het een plaats gegeven. Ik heb een enorme schuld en ik kom hier nooit meer uit. Mijn leven, hoe armzalig ook, is wat het is.
Ik weet dat het niet mijn schuld is. 1/5","['toeslagenaffaire', 'toeslagenschandaal']",Twitter for iPhone,nl,False
💫Luci💫 🍑,,815,887,False,2021-04-24 06:47:29,"#Bealstingdienst populair als werkgever, ondanks #Toeslagenaffaire ..

Even lachen op #Zaterdagochtend 😂
@BLIKOPENER333 @MuzZ11_ @J41963735
| NOS https://t.co/v8nNWUXA5t","['Bealstingdienst', 'Toeslagenaffaire', 'Zaterdagochtend']",Twitter for Android,nl,False
Libelle,Hoofddorp-omgeving,28244,1274,False,2021-04-24 06:47:26,Column Wouke van Scherrenburg: “Deze week kan de geschiedenis in als ‘Slagveld op het Binnenhof'” @woukevscherrenb #toeslagenaffaire #binnenhof  https://t.co/Mfn2uiHIrF https://t.co/mjZWxhkXOI,,Echobox,nl,False
IK,,91,235,False,2021-04-24 06:44:13,En dit moet je dan normaal vinden? Het is een gotspe. #toeslagenaffaire https://t.co/NZkoJSpGfx,['toeslagenaffaire'],Twitter for iPhone,nl,False
@EricFest2,,10,31,False,2021-04-24 06:43:25,"@gertjansegers @christenunie
Hopelijk heeft dat ook de #toeslagenaffaire met je gedaan, want anders blijf je een zwarte ziel houden?
Job 3:14",['toeslagenaffaire'],Twitter for Android,nl,False
Astrid Harrewijn,nederland,1491,335,False,2021-04-24 06:42:50,"Los van alles; maar dat ‘lekken’ dat deugt toch eigenlijk ook niet?

En dat moet iemand van de commissie  #toeslagenaffaire zijn geweest.",['toeslagenaffaire'],Twitter for iPhone,nl,False
⚓ zijlo 🇳🇱,,288,292,False,2021-04-24 06:41:21,"De demissionaire regering ligt aardig onder vuur door de #toeslagenaffaire, #pieteromtzigt en de nieuwe kamerleden. Ook is Nederland de #coronamaatregelen spuugzat.
Vandaar dat @PloumenLilianne de regering moet helpen met de vraag om strengere maatregelen. https://t.co/PLbrQi4ffG","['toeslagenaffaire', 'pieteromtzigt']",Twitter Web App,nl,False
Jaap Wieringa,De Steeg,90,428,False,2021-04-24 06:41:01,"Goedemorgen, vergeet niet; @MinPres @markrutte is een leugenaar!
#rutteiseenleugenaar #ruttefunctieelders #genoegisgenoeg #klaarmetRutte 

@D66 @SigridKaag @cdavandaag @christenunie @gertjansegers #TjeenkWillink #formatie @NOS @RTLnieuws @volkskrant @Nieuwsuur 
#toeslagenaffaire","['rutteiseenleugenaar', 'ruttefunctieelders']",Twitter Web App,nl,False
Katjoek Bolder,Plaatselijke Aldi,5320,887,False,2021-04-24 06:40:23,"BREAKING

De #notulen inzake de #toeslagenaffaire nu al vrijgegeven.

Draadje.","['notulen', 'toeslagenaffaire']",Twitter Web App,nl,False
Kees Koudstaal,Baarn,33,87,False,2021-04-24 06:38:10,Verhelderend interview met Renske Leijten in de VK van vandaag. Blij dat mijn stem voor haar was! @renskeleijten @pieteromtzigt #toeslagenaffaire #SP #rutte @MinPres #kaag #hoekstra https://t.co/etpfZrixcV https://t.co/ND59I2LCA1,,Twitter Web App,nl,False
IK,,91,235,False,2021-04-24 06:33:53,Let op 24/4 dat is 3 werkdagen voor de deadline van 1/5. Hoe kan haar deadline nog gehaald worden? En dat met een PZB-er? #toeslagenaffaire #toeslagenschandaal https://t.co/fLnhDuDY9j,,Twitter for iPhone,nl,False
Eelco van Hoecke,Zeeland,10873,8464,False,2021-04-24 06:33:07,Tsja.... In afdekken is men goed. In dingen verbeteren dan weer niet! #Rutte #toeslagenaffaire #ministerraad #Kaag https://t.co/LKQPMFOlW2,"['Rutte', 'toeslagenaffaire', 'ministerraad', 'Kaag']",Twitter Web App,nl,False
Ingridjo,,159,111,False,2021-04-24 06:23:38,Is er al een # voor de #FSVaffaire of #zwartelijstaffaire? Ben benieuwd hoeveel mensen de brief van de belastingdienst hebben gehad dat ze erop staan. #toeslagenaffaire https://t.co/KnUmXmjPhW,"['FSVaffaire', 'zwartelijstaffaire']",Twitter for Android,nl,False
Clochard Des Dunes,Flat Earth Area 51,705,2127,False,2021-04-24 06:23:24,"Hallo Tweede Kamer stuur ook die lamlul van Blok en lamkut van Broekers naar de eeuwige archief velden, haal extra kukident + voor jullie kunstgebitten, en bijt Blokbrioekerskaagknol hun strot af, #toeslagenaffaire #Broekersknolgate
 tandenloze thhezakken",,Twitter for iPhone,nl,False
Clochard Des Dunes,Flat Earth Area 51,705,2127,False,2021-04-24 06:23:23,zet die verantwoordelijk ambtenaren voor de toeslagenaffaire op het illegalendossier en het probleem lost zich snel op.#toeslagenaffaire #Broekersknolgate,,Twitter for iPhone,nl,False
Clochard Des Dunes,Flat Earth Area 51,705,2127,False,2021-04-24 06:23:23,"Hoezo kunnen we niet stoppen met ontwikkelings geld sturen naar Marocco, Tunis, Algiers. precies het zelfde doen als bij Nederlandse slachtoffers van #toeslagenaffaire #Broekersknolgate",,Twitter for iPhone,nl,False
IK,,91,235,False,2021-04-24 06:21:45,Er is veel verloop onder de PZB-ers. Tijdens de technische briefing werd er door @toeslagherstel aan de 2de kamerleden verteld dat dit hele bijzondere mensen zijn. Die zich zelfstandig  hebben aangemeld omdat ze de passie voelen om het op te lossen voor ons #toeslagenaffaire https://t.co/fLnhDuDY9j,,Twitter for iPhone,nl,False
Ingridjo,,159,111,False,2021-04-24 06:20:36,Is er al een # voor de #FSVaffaire of #zwartelijstaffaire? Ben benieuwd hoeveel mensen de brief van de belastingdienst hebben gehad dat ze erop staan. #toeslagenaffaire https://t.co/07RRixHgn4,"['FSVaffaire', 'zwartelijstaffaire']",Twitter for Android,nl,False
Ingridjo,,159,111,False,2021-04-24 06:20:05,Is er al een # voor de #FSVaffaire of #zwartelijstaffaire? Ben benieuwd hoeveel mensen de brief van de belastingdienst hebben gehad dat ze erop staan. #toeslagenaffaire https://t.co/Nh1LQL03Ef,"['FSVaffaire', 'zwartelijstaffaire']",Twitter for Android,nl,False
Coen Gronert,Netherlands,114,153,False,2021-04-24 06:14:49,Nu denk ik; lang leve de #democratie maar liever een eerlijke dictator dan leugenachtige #premier. #Rutte #Ruttedoctrine #toeslagenaffaire #Ruttedoctrine #notulen,"['democratie', 'premier', 'Rutte']",Twitter for iPhone,nl,False
Recht is rechts,,59,49,False,2021-04-24 06:11:46,"De volgende droeftoeter van het @cdavandaag dient zich aan. Marnix van Rij snapt werkelijk niets van zijn eigen afdelingen. In plaats van te luisteren naar zijn achterban vind hij het ""voorbarig"". Wat een #droplul #toeslagenaffaire

https://t.co/4vWQmdx2tF",,Twitter for Android,nl,False
IK,,91,235,False,2021-04-24 06:08:39,Voor sommige gedupeerden valt er vandaag een procedurele afwijzing op de mat. En anderen zullen vandaag gebeld worden omdat er na de handmatige toets nog vragen zijn. Ik wens beide groepen succes! Cc @AvHuffelen @toeslagherstel #toeslagenaffaire #toeslagenschandaal,,Twitter for iPhone,nl,False
Merin de Does,,38,305,False,2021-04-24 06:08:12,@RenskeLeijten Niet alleen in de #toeslagenaffaire gebeurt zulk onrecht. Ook in het #vreemdelingenrecht en bij asielaanvragen is de overheid ongehoord hard en onrechtvaardig bezig. En het gaat hier nog wel over mensenrechten.,"['toeslagenaffaire', 'vreemdelingenrecht']",Twitter for iPhone,nl,False
Brigitta,,109,86,False,2021-04-24 05:58:39,@BatyaBrown @AvHuffelen #toeslagenaffaire  Eerst vertel je ze alles. Ze doen alsof ze luisteren. Ze zeggen zelfs sorry. Geven je het vertouwen dat ze je begrijpen en er alles aan willen doen om je te helpen. En ipv het op te lossen schade ze x op x je vertouwen en laten je stikken.,['toeslagenaffaire'],Twitter for Android,nl,False
denhaagtekijk,Den Haag,126,4,False,2021-04-24 05:57:00,"Uitzettingen onuitvoerbaar: 
Zie: https://t.co/s5nYnSYpBK
2019 hét jaar waarin de leugen regeerde.
  
https://t.co/tdKoNR2ggn #pvda #d66 #pvv #vvd #sp  #denhaag #formatie2021 #kaag #fvd #pvdd #bbb #groenlinks #cda #denk #toeslagen #volt #toeslagenaffaire #omtzigtgate #Hoekstra",,Twitter Web App,nl,False
Wilma Schrover,"'s-Hertogenbosch, Nederland",698,788,False,2021-04-24 05:47:40,"@LosCornelis @nachtboekhouder @RenskeLeijten Als uitkeringsgerechtigde lig je sowieso bij veel uitvoeringsinstanties onder vergrootglas, wat je achtergrond ook is. De #toeslagenaffaire bracht aan het licht dat een ander criterium nóg bepalender was voor plek op zwarte lijst dan wel/niet ontvangen van uitkering: etniciteit.",,Twitter for iPhone,nl,False
Inger Stokkink✒️,Denmark,2071,4950,False,2021-04-24 05:43:54,"@EdgeOfEurope Zo gaat de Nederlandse staat om met de mensen die de levende getuigen zijn van Nederlands wanbeleid: too little, too late, kleizielig, en denken ermee weg te kunnen komen. Zie ook #toeslagenaffaire",,Twitter for iPad,nl,False
B.eter 🎗,"Vandaag hier, morgen elders.",349,219,False,2021-04-24 05:29:06,"@VVD #Rutte houdt NL in de greep,weigert na al zijn fouten,debacles en moties wantrouwen te vertrekken. #formatie2021 lijkt onmogelijk, behalve minderheidskabinet met @cdavandaag en @D66 die ook deel hadden aan #toeslagenschandaal !
@MinPres 
#ruttefunctieelders #toeslagenaffaire https://t.co/fAOhrUGNTz",['Rutte'],Twitter Web App,nl,False
John Bijsterbosch,,209,190,False,2021-04-24 05:03:21,Duidelijker als zo krijg je het niet uitgelegd. #formatie2021 #toeslagenschandaal #omzigtgate #toeslagenaffaire #omzigtdebat Het gedrag van de ministers is gestoord https://t.co/RV771LUrmk #telegraafpremium via @Telegraaf,"['formatie2021', 'toeslagenschandaal', 'omzigtgate', 'toeslagenaffaire']",Twitter for iPad,nl,False
jacobus van der zee,"Súdwest Fryslân, Nederland",4385,4407,False,2021-04-24 04:54:12,"@wiel75 @Nieuwsuur 🙏❤🌿

Laat gaan, geef ze geen aandacht. Want daar krijgen ze energie van. De overheid is sadistisch, satanistisch. Ze genieten van het kwellen van mensen zoals ze dat bij de #toeslagenaffaire hebben gedaan",,Twitter for Android,nl,False
Okkema A,,202,850,False,2021-04-24 04:42:47,"@EefjeVerhagen @AnoeskadeVries @Advocaat_Sent Hier wordt het woord genoemd wat psychologen nb benoemen over de situatie die door leerplichtambtenaar is ontstaan bij zieke kinderen. 5 jaar verder. 

' Kafkaesk'

Zoek daarom hou vast binnen u zelf. U weet dat deze situatie niet deugt. 

#toeslagenaffaire  deugt niet.",,Twitter Web App,nl,False
IK,,91,235,False,2021-04-24 01:24:07,"✅de #toeslagenaffaire laat zien hoe institutioneel wantrouwen mensen vermorzelt 
✅hoe mensen hun overheid van de weeromstuit wantrouwen als de pest
✅10 jaar ontwrichtend neoliberaal kapitalisme onder Mark Rutte heeft daaraan schuld https://t.co/Ojhqk1nB8m",['toeslagenaffaire'],Twitter for iPhone,nl,False
Bo,"Arnhem, Nederland",155,121,False,2021-04-24 00:06:34,"heb ik nog mensen in mijn tijdlijn die op d66 hebben gestemd en nog steeds achter hun keuze staan? waarom wel/niet?

—-

#d66 #kaag #sigridkaag #tweedekamer #politiek #verkiezingen #formatie #kabinet #coronadebat #toeslagenaffaire #toeslagenschandaal #nieuweverkiezingen",,Twitter for iPhone,nl,False
Pils_van_Oranje_Nasi,,773,1568,False,2021-04-23 23:46:10,@EvertGDavelaar De fouten met Tipp-Ex en zwarte stift zullen ze niet nog een keer maken.. #toeslagenaffaire,['toeslagenaffaire'],Twitter Web App,nl,False
Bealus,,183,683,False,2021-04-23 22:04:34,"@noorlanderarjan Je gelooft toch niet echt dat de authentieke notulen ongecensureerd, volledig en ongemanipuleerd worden gepubliceerd na het gelieg en gedraai in de #toeslagenaffaire en #omtzigtgate.",,Twitter Web App,nl,False
Dre ₡orleone,Nederland,723,743,False,2021-04-23 21:57:14,"Hebben jullie al gezien dat Herr Rutte aan de grondwet zit te sleutelen?
#toeslagenaffaire 
@JornLuka 

https://t.co/1q51NMOt5v.",['toeslagenaffaire'],Twitter Web App,nl,False
Tom,,94,110,False,2021-04-23 21:39:25,"Vanmiddag 12 jarig kamer veteraan @HanTenBroeke gehoord op @BNR ?
Werd gelukkig na zijn zalvende pro Rutte woorden i.s.m. Bernard Hammelburg even gefileerd door @RenskeLeijten . #toeslagenaffaire #oudepolitiek #ditisnueenmaalpolitiek #ego https://t.co/skk3M05Gh1",,Tweetbot for iΟS,nl,False
David van Moppes,Amsterdam,561,2570,False,2021-04-23 21:24:08,"Ja @MinPres #Rutte, op de valreep van vandaag nog mijn #dagelijksprotest: u maakt mijn land kapot, met uw #vvd. Ik verwijs naar de ingezonden brief in @volkskrant in de bijlage. Hou er mee op. #toeslagenschandaal #toeslagenaffaire #Ruttedoctrine #groeiendverzet https://t.co/5RwzaK6kCA","['Rutte', 'dagelijksprotest', 'vvd']",Twitter for Android,nl,False
Watapatja 🚜,,2329,1617,False,2021-04-23 21:21:21,"@RenskeLeijten @vaes_ben Wacht maar tot de #Participatiewetaffaire los gaat, daar verbleekt de #toeslagenaffaire bij. Het is structureel de mindset vd overheid.","['Participatiewetaffaire', 'toeslagenaffaire']",Twitter for Android,nl,False
denhaagtekijk,Den Haag,126,4,False,2021-04-23 21:18:40,"(K)Lokboa's.
En zich dan nog afvragen waarom ze uitgekotst worden.
   
https://t.co/7UUkKCwH9F #pvda #d66 #pvv #vvd #sp  #denhaag #formatie2021 #kaag #fvd #pvdd #bbb #groenlinks #cda #denk #toeslagen #volt #toeslagenaffaire #omtzigtgate #Hoekstra","['pvda', 'd66', 'pvv', 'vvd']",Twitter Web App,nl,False
Beps.,Op het platteland. ,9569,562,False,2021-04-23 21:17:22,"Hier, het bewijs. 👋🏻

#toeslagenschandaal #toeslagenaffaire https://t.co/h5WoB95nMd","['toeslagenschandaal', 'toeslagenaffaire']",Twitter for Android,nl,False
KemperNLellie,100 miles from Amsterdam,1834,4746,False,2021-04-23 21:13:34,De nieuwe #bestuurscultuur begint bij  het @cDA met #sensibiliseren. Dat was het statement en is zo griezelig.   @CDA @BNNVARA   #toeslagenaffaire  #Hoekstra Wopke kan beter zijn eigen #korpsbal inslikken! #moreelfaillisement,"['bestuurscultuur', 'sensibiliseren']",Twitter for iPhone,nl,False
René Tolenaars,Belgium,352,414,False,2021-04-23 21:12:10,"Voor iemand die geschiedenis studeerde mag je toch verwachten dat ie een goed werkend, actief geheugen heeft, zo niet dan is zo’n studie impliciet zinloos, met alle duidelijke gevolgen van dien @MinPres #politiek #politici #toeslagenaffaire #toeslagenschandaal",,Twitter for iPhone,nl,False
Criticaster1960,,8350,2217,False,2021-04-23 21:10:40,"Rutger komt té zeker over. Hij heeft de notulen vast gezien en zijn praatje al klaar. Hij fietst hier weer doorheen. Wedden?
#Ruttedoctrine #notulen #toeslagenaffaire https://t.co/MoolKaQAd6",,Twitter Web App,nl,False
Dennis van Haeren,"Deventer, Nederland",102,175,False,2021-04-23 21:09:18,"Eens dat er verantwoording moet worden afgelegd, maar onthou: Totale transparantie is totaal wantrouwen... #toeslagenaffaire",['toeslagenaffaire'],Twitter for iPhone,nl,False
Ed Meekel,"Lisse, Nederland",362,542,False,2021-04-23 20:58:41,"@roosvonk De hielenlikkers van #Rutte in de coalitie. 
#CDA #CU #D66
Dat constant achter de praktijken van Rutte aanlopen of toegeven aan zijn druk vraagt  om #sensibiliseren 
Rutte is God niet!
#toeslagenaffaire","['Rutte', 'CDA', 'CU', 'D66']",Twitter for iPhone,nl,False
"Peter Schijven, Ik sta achter de N⭕S",,201,12,False,2021-04-23 20:46:06,"Ik ben nog van de generatie die gewend is dat een minister of premier die de Kamer onjuist, ontijdig of onvolledig informeert moet opstappen. En u? #omzigtgate #omzigt #omzigtdebat #toeslagenaffaire #Ruttedoctrine #Rutte",,Twitter for Android,nl,False
jim faas 🍀 (@🏠),,3137,1872,False,2021-04-23 20:37:30,"*TIJD OM TE GAAN*

✅de #toeslagenaffaire laat zien hoe institutioneel wantrouwen mensen vermorzelt 
✅hoe mensen hun overheid van de weeromstuit wantrouwen als de pest
✅10 jaar ontwrichtend neoliberaal kapitalisme onder Mark Rutte heeft daaraan schuld

dixit🙏🏽Tommy Wieringa ✌️ https://t.co/mhi5SOnVwy",['toeslagenaffaire'],Twitter for iPad,nl,False
datvindik,,2,0,False,2021-04-23 20:34:37,"#vlekopvlek

Helft aangemelde ouders #toeslagenaffaire krijgt vooralsnog geen #compensatie
 https://t.co/WGO2LjjOxE","['vlekopvlek', 'toeslagenaffaire', 'compensatie']",Twitter for iPhone,nl,False
Sicco van Hoegee,Rotterdam,1651,2512,False,2021-04-23 20:22:58,"Zonder enige toelichting de deur dicht gooien bij slachtoffers van de #toeslagenaffaire. Dit is toch niet hoe een fatsoenlijke overheid functioneert @AvHuffelen?⤵️

12 april: niet door lichte toets. Zonder reden 
22 april: nog steeds geen brief en geen reden https://t.co/o1BTMHqgsQ",['toeslagenaffaire'],Twitter Web App,nl,False
Ik lieg niet dit is Nieuw Leiderschap,Amsterdam,4153,3422,False,2021-04-23 20:19:44,Hoe lang nog? #geirrutteerd #versoepelingen #notulen #toeslagenaffaire #groepsimmuniteit #beau https://t.co/0tuyvYxror,"['geirrutteerd', 'versoepelingen', 'notulen', 'toeslagenaffaire', 'groepsimmuniteit', 'beau']",Twitter for Android,nl,False
BabetteDeBrunette,,58,131,False,2021-04-23 20:10:43,"#Toeslagenaffaire
#toeslagenschandaal
#omtzigtgate 

die notulen, krijgen ze alles op tijd af?
Hoever zullen ze zijn met t herschrijven?
Zomaar n vraag....

@geertwilderspvv
@F_azarkan
@MarijnissenL","['Toeslagenaffaire', 'toeslagenschandaal', 'omtzigtgate']",Twitter for Android,nl,False
Uit IJsselmonde - Parler: @UitIJsselmonde,"Groot-IJsselmonde, Rotterdam",188,384,False,2021-04-23 20:08:42,"@RTL4 heeft zojuist besloten om #DeVerraders live vanuit de Tweede Kamer uit te zenden.

#toeslagenschandaal #toeslagenaffaire 
#notulen","['DeVerraders', 'toeslagenschandaal', 'toeslagenaffaire', 'notulen']",Twitter for Android,nl,False
Wilco Veldhorst,,4188,1652,False,2021-04-23 20:03:29,"In die #toeslagenaffaire zit iedereen lekker naar elkaar te wijzen, maar voorlopig is PvdA-er @LodewijkA de enige die de guts had terug te treden.",['toeslagenaffaire'],Twitter Web App,nl,False
Marike de Nobel,,227,264,False,2021-04-23 19:55:53,"Rutte die Hoekstra en Kaag dan ook maar afhoudt van premierschap?
#toeslagenaffaire

Kabinet maakt geheime notulen ministerraad over toeslagenaffaire openbaar https://t.co/aYPcx0EdPW (via @NUnl)",['toeslagenaffaire'],Twitter for Android,nl,False
carl van es,,58,192,False,2021-04-23 19:50:03,"Liegen ah ja liegen.
Dat is toevallig een van mijn specialiteiten.  Ons miranda zegt altijd . Pa zoals jij kan liegen ja zo lieg ik he! @MinPres #toeslagenaffaire #samsonengert #octaafdebolle #opzouten #klaarmee #nieuweverkiezingen #geertwilders",,Twitter for Android,nl,False
Anthony Migchels,,1354,1476,False,2021-04-23 19:47:38,"Tja. Je kan het 'gestoord' noemen.

Maar dit is gewoon hoe het werkt, natuurlijk.

De Macht heeft z'n eigen 'filosofie', z'n eigen 'moraal'.

En die staat heel erg haaks op die van de 'gewone man'.

Maar goed dat dingen uitkomen, want we kunnen zo niet verder.
#toeslagenaffaire https://t.co/WsZjsAMSCH",,Twitter Web App,nl,False
the_pronouncer,,392,900,False,2021-04-23 19:43:27,"@wilfredgenee stop aub te proberen om zinnig en serieus te praten over politiek bij @veronicainside. 

Dieptepunt na dieptepunt. Nu weer dat Omtzigt zo lastig was voor het CDA. Hoe durft Derksen het uit zijn bek te krijgen.

Schaam jullie diep, heel diep!
#toeslagenaffaire #VI",,Twitter for Android,nl,False
Marc Wurfbain 🦀,"Zuid-Holland, Nederland",542,963,False,2021-04-23 19:42:42,Er worden er ‘een aantal’ openbaar gemaakt dus. Welke niet? #notulen #ministerraad #Kamer #rutte #toeslagenaffaire #omtzicht #omtzigtgate #nieuwsuur,"['notulen', 'ministerraad', 'Kamer', 'rutte', 'toeslagenaffaire']",Twitter for iPhone,nl,False
Fight_For_Freedom,,3,13,False,2021-04-23 19:42:33,"Nu bekend is dat het kabinet bewust is tegengewerkt zouden ze @MinPres, @SigridKaag ,@WBHoekstra meteen buiten moeten schoppen. Corrupte maffia praktijken hoort niet in een regering. #toeslagenaffaire #toeslagenschandaal",,Twitter for Android,nl,False
Thale Roosien,Hellendoorn Netherlands,363,330,False,2021-04-23 19:30:37,@AlertNatuur @PietervVol @minlnv @staatsbosbeheer Ik weet niet op welke wijze u naar getallen kijkt. Zet aub de getallen over bos ontwikkeling vanaf 1980 tot heden en de plannen op een rij en leg uit wat u zwartgallig vindt als @PietervVol vaststelde dat dit voornemen niet gehaald wordt. Het lijkt op de #toeslagenaffaire,,Twitter for Android,nl,False
Dennis van Haeren,"Deventer, Nederland",102,175,False,2021-04-23 19:30:31,"De notulen zijn gedeeld met de parlementaire enquête commissie die onderzoek doet naar de misstanden bij de #toeslagenaffaire. Één van de commissie leden is dus ook onbetrouwbaar, want hij/zij deelt dit  met @pieterkleinrtl zonder instemming van de rest van de commissie... https://t.co/NGDJQO4UXI",,Twitter for iPhone,nl,False
ZilteHond ☀️Deplorable,,17240,17859,False,2021-04-23 19:29:05,"#veronicainside

Onbenul Derksen neemt het vierkant op voor zijn zoveelste nieuwe held Rutte 🥶

#toeslagenaffaire","['veronicainside', 'toeslagenaffaire']",Twitter for iPad,nl,False
ikbenmartijn,,17,104,False,2021-04-23 19:27:03,"Zo’n bestuurslid van @cdavandaag in Heerlen, u weet wel, die stad in het door corrupte CDA’ers geplunderde Limburg, die “een kabinet onder leiding van RutteIV ongeloofwaardig” vindt (ja, denkt dat je dat zo zegt😂)...is echt heel dom en heel eh, ongeloofwaardig #toeslagenaffaire",,Twitter Web App,nl,False
Stefano,Noord brabant,20,52,False,2021-04-23 19:20:29,"Nog nooit zoveel spanningen ervaren als de laatste paar weken.....we hadden vandaag tehoren gekregen  dat we geen brief meer krijgen, en we moeten wachten op een telefoon....mi gado, we moeten dus wachten op n antwoord,wat de BD allang weet! #toeslagenaffaire #verdergaanmetleven",,Twitter Web App,nl,False
